title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,id,cluster
Everytime - Hi-Bias Radio Remix,Britney Spears,0.524,0.902,0,-4.655,0,0.0315,0.00994,0.0018,0.094,0.657,128.009,208813,4,4b8ssS2AaEUIzOCDlH0aOT,4b8ssS2AaEUIzOCDlH0aOT,5
Gimme More,Britney Spears,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,251240,4,6ic8OlLUNEATToEFU3xmaH,6ic8OlLUNEATToEFU3xmaH,3
E.T.,Katy Perry,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,229573,4,36ux3YuUsGTWPT8fXclS45,36ux3YuUsGTWPT8fXclS45,3
We R Who We R,Kesha,0.739,0.818,8,-5.062,1,0.0418,0.008,0.00504,0.164,0.713,119.982,204827,4,5jaz6aiRknA63NIYWdbr2O,5jaz6aiRknA63NIYWdbr2O,3
The Man Who Never Lied,Maroon 5,0.63,0.842,2,-5.946,1,0.0355,0.000342,0.0,0.0711,0.826,139.943,205187,4,6tWkTeLF2WmjTA1cyS2QEp,6tWkTeLF2WmjTA1cyS2QEp,3
Che Guevara,Happoradio,0.583,0.879,10,-4.171,0,0.0367,0.0745,0.0,0.187,0.46,139.943,229760,4,5gsQegOEB7admETkL6ckUL,5gsQegOEB7admETkL6ckUL,5
Maps,Maroon 5,0.736,0.725,1,-5.498,0,0.029,0.0194,0.0,0.081,0.883,119.992,190667,4,7xEMGs0GbdfLwVw0Bn5D9H,7xEMGs0GbdfLwVw0Bn5D9H,5
Troublemaker (feat. Flo Rida),Olly Murs,0.762,0.863,0,-3.689,0,0.0565,0.015,0.0,0.125,0.965,106.008,185587,4,4jOtC832PyIXlCVPRElfQu,4jOtC832PyIXlCVPRElfQu,5
Written in the Stars (feat. Eric Turner),Tinie Tempah,0.656,0.931,7,-4.188,1,0.0981,0.0613,0.0,0.219,0.534,91.881,207653,4,5m5TRf7ggoguXtcXQGprN4,5m5TRf7ggoguXtcXQGprN4,3
Bring Me To Life,Evanescence,0.312,0.946,4,-3.209,0,0.107,0.00749,2.93e-06,0.288,0.297,189.892,235893,4,646J2jOtUe4Jflrmh6JFjN,646J2jOtUe4Jflrmh6JFjN,0
Hung Up,Madonna,0.64,0.646,9,-7.572,0,0.0497,0.00364,0.165,0.0912,0.415,124.992,336880,4,70VjMtwhm3Q2HBQeJnPfmh,70VjMtwhm3Q2HBQeJnPfmh,5
It's My Life,Bon Jovi,0.546,0.931,0,-3.025,0,0.0507,0.0295,1.67e-05,0.366,0.527,120.01,224600,4,4TmGtGkkmaoXRCvpOwDJoO,4TmGtGkkmaoXRCvpOwDJoO,5
I Kissed A Girl,Katy Perry,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,179640,4,14iN3o8ptQ8cFVZTEmyQRV,14iN3o8ptQ8cFVZTEmyQRV,3
About You Now,Sugababes,0.584,0.699,1,-6.065,0,0.0378,6.52e-05,6.05e-05,0.486,0.585,82.499,212400,4,1ctdfJSzp6qF2iDAVdDrfl,1ctdfJSzp6qF2iDAVdDrfl,7
Birds Fly (feat. Mr. Probz),Hardwell,0.566,0.675,3,-4.602,0,0.0331,0.0611,0.0,0.642,0.11,122.553,207805,4,2xScjew1nGldhk7eM2qsCv,2xScjew1nGldhk7eM2qsCv,7
Yellow House,Softengine,0.577,0.845,7,-6.38,0,0.0379,0.00692,0.0,0.223,0.345,115.001,213133,4,0utQYjH6sVVaqnBQFj4R4J,0utQYjH6sVVaqnBQFj4R4J,5
Platinaa,Janne Ordén,0.633,0.695,10,-6.789,0,0.146,0.0277,0.0,0.338,0.555,165.244,183040,4,6MDl3PCIz6h6ImkUpqurvE,6MDl3PCIz6h6ImkUpqurvE,5
Rude,MAGIC!,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,224840,4,6RtPijgfPKROxEzTHNRiDp,6RtPijgfPKROxEzTHNRiDp,3
Maradona (kesä ´86),Teflon Brothers,0.667,0.599,5,-6.827,0,0.0486,0.012,0.0,0.12,0.681,120.038,227267,4,7LpqSvZvaRtcUcSKas6dYK,7LpqSvZvaRtcUcSKas6dYK,5
Maps,Maroon 5,0.743,0.717,1,-5.521,0,0.0299,0.0223,0.0,0.0678,0.88,120.025,189840,4,6chdRBWviHlm7JAtwgflBP,6chdRBWviHlm7JAtwgflBP,5
Perjantai 13.,Nikke Ankara,0.526,0.84,9,-4.325,0,0.195,0.145,0.0,0.13,0.608,79.642,196280,4,74JdLqtaJtDM6I6p282Ahh,74JdLqtaJtDM6I6p282Ahh,5
S&M Remix,Rihanna,0.819,0.796,1,-3.397,1,0.0546,0.0609,0.0,0.0647,0.886,127.931,257293,4,3rqe57UvA8vxlzRuiAx4P5,3rqe57UvA8vxlzRuiAx4P5,3
Mr. Saxobeat - Radio Edit,Alexandra Stan,0.72,0.925,4,-4.165,0,0.0511,0.0276,0.000238,0.14,0.781,127.004,195105,4,7e320tQuzm28o3vpHMSgjz,7e320tQuzm28o3vpHMSgjz,5
How to Be a Heartbreaker,MARINA,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,221493,4,1RDNH7V9Odx6gOZJ4Siehj,1RDNH7V9Odx6gOZJ4Siehj,5
We Found Love,Rihanna,0.755,0.74,1,-4.951,1,0.0407,0.0225,0.00139,0.124,0.609,127.98,215760,4,14fmbvjYLqRZEXz1VZdM2M,14fmbvjYLqRZEXz1VZdM2M,3
Heartbeat,Enrique Iglesias,0.568,0.892,10,-3.205,1,0.101,0.0258,0.0,0.302,0.39,129.997,256080,4,6x2w38zlkGYihidW7BpJ4m,6x2w38zlkGYihidW7BpJ4m,0
I Like It,Enrique Iglesias,0.647,0.943,10,-2.866,0,0.0849,0.0202,0.0,0.0607,0.707,129.006,232187,4,6wo5g4E5BjUMW4qKUo50Mt,6wo5g4E5BjUMW4qKUo50Mt,5
She Looks So Perfect,5 Seconds of Summer,0.495,0.959,1,-3.712,0,0.137,0.000714,0.0,0.36,0.431,159.993,202496,4,0BhZWr9gPZNlVdWWigvYA9,0BhZWr9gPZNlVdWWigvYA9,0
Catch My Breath,Kelly Clarkson,0.691,0.946,9,-3.221,1,0.0678,0.0259,0.0,0.0897,0.517,124.021,251507,4,7kAYyzVhWr3nSqAC7CUOWK,7kAYyzVhWr3nSqAC7CUOWK,0
DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,0.716,0.908,8,-3.254,0,0.103,0.0858,0.0,0.135,0.869,91.03,199693,4,6YZdkObH88npeKrrkb8Ggf,6YZdkObH88npeKrrkb8Ggf,5
Into You,Ariana Grande,0.636,0.727,9,-5.852,1,0.106,0.0161,1.12e-06,0.151,0.358,107.988,244453,4,7yHEDfrJNd0zWOfXwydNH0,7yHEDfrJNd0zWOfXwydNH0,0
Middle,DJ Snake,0.604,0.745,9,-4.103,1,0.0385,0.0161,0.0,0.0542,0.205,104.941,220573,4,2Fn3coxd0xAZ09JtrgcgHa,2Fn3coxd0xAZ09JtrgcgHa,0
You Know You Like It,DJ Snake,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267,4,1sNSG13fsK6KPKKNIQXXrh,1sNSG13fsK6KPKKNIQXXrh,0
Lean On (feat. MØ & DJ Snake),Major Lazer,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,4,4WjH9Bzt3kx7z8kl0awxh4,4WjH9Bzt3kx7z8kl0awxh4,7
"Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)",Major Lazer,0.704,0.784,7,-4.463,0,0.142,0.00283,0.0,0.419,0.656,100.083,186448,4,6dLLEE96JRnX1ngkL77yiA,6dLLEE96JRnX1ngkL77yiA,5
7/11,Beyoncé,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,213507,4,02M6vucOvmRfMxTXDUwRXu,02M6vucOvmRfMxTXDUwRXu,5
On My Mind,Ellie Goulding,0.702,0.705,0,-6.665,1,0.0543,0.258,5.93e-06,0.0879,0.743,154.909,213445,4,4nS1sut0R2mgmFitKIShVe,4nS1sut0R2mgmFitKIShVe,3
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,192560,4,5b2bu6yyATC1zMXDGScJ2d,5b2bu6yyATC1zMXDGScJ2d,3
Poker Face,Lady Gaga,0.848,0.828,8,-4.557,0,0.0714,0.136,1.35e-06,0.114,0.794,119.0,237213,4,3OT3Kg4jyVkdZm4Ncz6JgX,3OT3Kg4jyVkdZm4Ncz6JgX,5
Stronger,Kanye West,0.625,0.726,10,-7.731,0,0.155,0.00728,0.0,0.318,0.483,103.98,311867,4,6C7RJEIUDqKkJRZVWdkfkH,6C7RJEIUDqKkJRZVWdkfkH,5
Tacatà - Radio Edit,Tacabro,0.812,0.857,4,-6.034,1,0.103,0.0083,0.0,0.354,0.651,126.951,210000,4,62pIfDe2RdhUfYmRWdo9ZJ,62pIfDe2RdhUfYmRWdo9ZJ,3
Payphone - Cutmore Remix,Maroon 5,0.566,0.903,11,-4.622,1,0.139,0.000837,0.0,0.209,0.551,128.098,191640,4,5bGHlQpI8SiH2BCpwrJf0e,5bGHlQpI8SiH2BCpwrJf0e,0
"Back in Time - featured in ""Men In Black 3""",Pitbull,0.731,0.915,0,-4.453,1,0.043,0.00191,1.16e-06,0.324,0.789,127.086,205680,4,2U2ONBrf1HJCDxQlynpD6J,2U2ONBrf1HJCDxQlynpD6J,3
Back 2 Life (Live It Up) (feat. T.I.),Sean Kingston,0.646,0.844,5,-4.569,1,0.0455,0.0537,0.0,0.164,0.101,97.915,203013,4,39IwhUzRgupGFdmlgrj7uG,39IwhUzRgupGFdmlgrj7uG,0
Anywhere in the World - Radio Edit,Mark Ronson,0.63,0.772,9,-6.088,0,0.0525,0.00235,0.0,0.353,0.374,119.984,233360,4,6uqAo0E8nK5jlqKnbTynDa,6uqAo0E8nK5jlqKnbTynDa,5
Marilyn Monroe,Nicki Minaj,0.524,0.932,7,-3.538,1,0.0475,0.311,0.0,0.354,0.481,172.149,196427,4,55hYV5XPhnUtpRbzMYqzJG,55hYV5XPhnUtpRbzMYqzJG,0
TTYLXOX,Bella Thorne,0.819,0.683,7,-6.144,1,0.156,0.00291,0.122,0.254,0.671,112.007,154773,4,1nIDYHvLaZnD5lEf66SH80,1nIDYHvLaZnD5lEf66SH80,3
As Long As You Love Me,Justin Bieber,0.579,0.871,0,-3.385,0,0.109,0.0679,0.0,0.353,0.601,139.841,229467,4,4rvtlpAeDuOn4baUJPCEhy,4rvtlpAeDuOn4baUJPCEhy,5
Ready For Love,Cascada,0.667,0.994,1,-5.527,0,0.0521,0.00301,4.57e-05,0.094,0.787,142.016,204995,4,2YcjOmuHNUiwYjjQMdAKzB,2YcjOmuHNUiwYjjQMdAKzB,5
Summer of Love,Cascada,0.56,0.731,8,-5.727,1,0.0481,0.00311,1.79e-05,0.201,0.519,127.962,215733,4,7i0Ygv8i2z8wyQasGQWE3O,7i0Ygv8i2z8wyQasGQWE3O,0
Don't Wake Me Up,Chris Brown,0.601,0.691,10,-5.223,1,0.0474,0.0563,0.0,0.146,0.223,127.995,222293,4,50ZWOpzh5i1Y6aBlstiflU,50ZWOpzh5i1Y6aBlstiflU,0
Sick Of You,Selena Gomez & The Scene,0.544,0.78,10,-3.811,1,0.064,0.0161,0.0,0.0351,0.466,147.958,203307,4,548e8kJ1vpf8SZnWTOVS2X,548e8kJ1vpf8SZnWTOVS2X,0
Best Thing I Never Had,Beyoncé,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,253747,4,5OrX4PR74Ttezdj5soO1BV,5OrX4PR74Ttezdj5soO1BV,0
This Is Love,will.i.am,0.54,0.809,0,-3.397,0,0.0445,0.0043,0.0,0.142,0.257,129.01,279027,4,0KaU5T2268e0B1tKSVsiah,0KaU5T2268e0B1tKSVsiah,0
#thatPOWER,will.i.am,0.794,0.603,6,-6.127,0,0.0615,0.00158,9.5e-05,0.0773,0.402,127.997,279507,4,4DQHskgY5OOkwn9xavjv1g,4DQHskgY5OOkwn9xavjv1g,5
Without You (feat. Usher),David Guetta,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,208133,4,3UN6cIn3VIyg0z1LCuFSum,3UN6cIn3VIyg0z1LCuFSum,0
Kill Em With Kindness,Selena Gomez,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907,4,7KxhSJOYiqCDclXDBNlFSZ,7KxhSJOYiqCDclXDBNlFSZ,5
The Girl (feat. Cozi Zuehlsdorff),Hellberg,0.49,0.72,9,-3.797,0,0.0351,0.0691,0.0,0.121,0.428,125.993,265660,4,2TsMgZTaacXikcOAEezzyk,2TsMgZTaacXikcOAEezzyk,5
Propaganda,DJ Snake,0.672,0.949,1,-3.016,1,0.0942,0.0024,0.543,0.64,0.235,150.109,249613,4,0HstjVSwNBbX81tRkuORFP,0HstjVSwNBbX81tRkuORFP,4
I Know What You Did Last Summer,Shawn Mendes,0.657,0.769,9,-4.591,0,0.115,0.123,0.0,0.245,0.712,113.966,223827,4,7crplFzt7spG80NCbpmuCp,7crplFzt7spG80NCbpmuCp,5
Lifetime (feat. Kyler England),Yellow Claw,0.572,0.701,8,-5.188,1,0.0654,0.0523,1.41e-05,0.635,0.34,149.964,216344,4,5ceESY61Bf9pJ0Jjh6YK6s,5ceESY61Bf9pJ0Jjh6YK6s,7
Machi,Borgeous,0.53,0.863,6,-3.069,1,0.0605,0.00193,0.0,0.0392,0.374,127.96,211943,4,16XU9mAbzAId6xAIKetuRj,16XU9mAbzAId6xAIKetuRj,0
No Place Like Home (feat. Rosette) - Radio Edit,Blasterjaxx,0.658,0.793,4,-4.649,0,0.0485,0.0638,0.0177,0.18,0.344,127.97,206250,4,4WPeb1WaiC7Xvc9XkG3HBR,4WPeb1WaiC7Xvc9XkG3HBR,5
Stressed Out,Twenty One Pilots,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,202333,4,3CRDbSIZ4r5MsZ0YwxuEkn,3CRDbSIZ4r5MsZ0YwxuEkn,5
Make It Home - Radio Edit,Mike Candys,0.692,0.792,6,-4.599,0,0.0329,0.00889,0.606,0.47,0.431,127.989,195117,4,3Frb3dNACuEXjDJMgdKA9e,3Frb3dNACuEXjDJMgdKA9e,4
Memories - Radio Edit,KSHMR,0.521,0.728,8,-5.005,0,0.0501,0.0352,1.53e-05,0.783,0.32,128.07,185640,4,7DcY0SUvSIcIjHeSGhTXDk,7DcY0SUvSIcIjHeSGhTXDk,7
When I Look At You,Miley Cyrus,0.448,0.561,6,-4.003,1,0.0285,0.131,0.0,0.0949,0.219,137.949,249667,3,6WLArSQvdGhiuTgyoX7HkB,6WLArSQvdGhiuTgyoX7HkB,2
Alien,Britney Spears,0.611,0.732,0,-6.078,1,0.0314,0.262,0.00352,0.266,0.375,111.984,236000,4,3eBxSM7L8AL5wcYd1t4NC0,3eBxSM7L8AL5wcYd1t4NC0,0
Unusual You,Britney Spears,0.629,0.726,0,-9.679,0,0.103,0.205,0.00506,0.103,0.473,123.974,261000,4,5yFDS6dDzjjmGFVaYcwPAB,5yFDS6dDzjjmGFVaYcwPAB,5
Beautiful Pain,Eminem,0.682,0.813,6,-4.549,0,0.443,0.0665,0.0,0.136,0.435,165.439,265025,4,0mwXfPCm4AMaz9J0Cn7FXJ,0mwXfPCm4AMaz9J0Cn7FXJ,1
When I'm Gone,Eminem,0.608,0.745,10,-5.496,0,0.365,0.0551,0.0,0.27,0.725,150.068,281120,4,5hfttriYehiYRo1Vf5vIG2,5hfttriYehiYRo1Vf5vIG2,1
Anna mä meen (feat. Jonne Aaron),Cheek,0.775,0.887,6,-4.668,0,0.0796,0.0579,0.0,0.159,0.732,99.966,244507,4,1DJQZMuGTdE3MN0nwfIH7v,1DJQZMuGTdE3MN0nwfIH7v,5
Because of You,Kelly Clarkson,0.584,0.583,5,-5.284,0,0.0313,0.248,0.0,0.124,0.15,139.93,219493,4,3PHYPaguCDKLK1a9cp3uXZ,3PHYPaguCDKLK1a9cp3uXZ,0
Me ei olla enää me,SANNI,0.571,0.791,5,-5.091,1,0.0323,0.00105,8.35e-05,0.0368,0.342,120.067,232480,4,5FcbLrXeBPqtOUTEt6e38v,5FcbLrXeBPqtOUTEt6e38v,0
Just A Dream,Nelly,0.465,0.76,1,-6.117,1,0.0336,0.0407,0.0,0.126,0.106,180.136,237867,4,1xnPVj6jmYCedHG37IE2cc,1xnPVj6jmYCedHG37IE2cc,0
Crying for No Reason,Katy B,0.664,0.712,1,-4.847,0,0.0343,0.393,0.000519,0.0789,0.221,111.976,243240,4,3DDxYAT7Nuj0tfkHICWYi3,3DDxYAT7Nuj0tfkHICWYi3,5
Cool Kids,Echosmith,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,4,13P5rwmk2EsoFRIz9UCeh9,13P5rwmk2EsoFRIz9UCeh9,3
A Sky Full of Stars,Coldplay,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4,6HFbq7cewJ7rPiffV0ciil,6HFbq7cewJ7rPiffV0ciil,0
The One That Got Away,Katy Perry,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,227333,4,3oL3XRtkP1WVbMxf7dtTdu,3oL3XRtkP1WVbMxf7dtTdu,5
Fix You,Coldplay,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,4,7LVHVU3tWfcxj5aiPFEW4Q,7LVHVU3tWfcxj5aiPFEW4Q,0
Lohtu,Live Aid Uusi Lastensairaala 2017,0.503,0.699,9,-6.204,0,0.0284,0.0913,2.07e-05,0.173,0.36,86.047,271003,4,22yDwXNiJlO7UOPud3q2fm,22yDwXNiJlO7UOPud3q2fm,5
Koska Sä Eroot,Nikke Ankara,0.663,0.852,7,-5.173,1,0.127,0.122,0.0,0.317,0.807,170.048,222402,4,4kPj9bSq11ngSO3M4OX2fc,4kPj9bSq11ngSO3M4OX2fc,3
Päästä mut pois,Mikael Gabriel,0.636,0.771,9,-5.337,0,0.215,0.404,1.15e-06,0.0689,0.422,80.002,201867,4,3PocQjgKV9KNY4IdC04FHJ,3PocQjgKV9KNY4IdC04FHJ,1
Can You See Me?,Krista Siegfrids,0.353,0.257,11,-11.396,1,0.0424,0.24,1.34e-06,0.0852,0.1,184.085,233653,4,2sQ8XbHuqohGcp6HMXnfqQ,2sQ8XbHuqohGcp6HMXnfqQ,6
Prinsessoja & astronautteja,SANNI,0.727,0.656,1,-6.951,0,0.0503,0.028,0.00508,0.131,0.316,86.018,237493,4,1M3YlNZcSTvRzS7zrlw6B2,1M3YlNZcSTvRzS7zrlw6B2,5
Broken Ones,Jacquie,0.445,0.721,11,-4.016,0,0.0471,0.0598,0.0,0.129,0.212,147.902,229404,4,0VYCUWNFIYLIOQqu3bFzs0,0VYCUWNFIYLIOQqu3bFzs0,0
Mockingbird,Eminem,0.621,0.672,4,-3.892,0,0.276,0.21,0.0,0.13,0.228,83.808,251267,4,17baAghWcrewNOcc9dCewx,17baAghWcrewNOcc9dCewx,1
Night Changes,One Direction,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600,4,5O2P9iiztwhomNh8xkR9lJ,5O2P9iiztwhomNh8xkR9lJ,6
Skyscraper,Demi Lovato,0.582,0.605,7,-3.264,1,0.0321,0.12,0.0,0.129,0.161,103.885,222440,4,2mrbEQOtsP73M2GWsfYzqW,2mrbEQOtsP73M2GWsfYzqW,0
Breathe Me,Sia,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,272800,4,7jqzZyJJLrpkRFYGpkqSK6,7jqzZyJJLrpkRFYGpkqSK6,4
Viimeisen kerran,Mikael Gabriel,0.523,0.713,6,-4.312,0,0.0876,0.436,0.0,0.106,0.35,158.047,208707,4,0mvQHETM9iteQnMJVSE4UO,0mvQHETM9iteQnMJVSE4UO,5
Young And Beautiful,Lana Del Rey,0.319,0.426,11,-8.929,0,0.0382,0.245,8.23e-06,0.108,0.159,114.553,236053,4,5UzTtUZper0CphnqZYvsIu,5UzTtUZper0CphnqZYvsIu,6
Sun särkyä anna mä en,Johanna Kurkela,0.406,0.482,4,-7.986,1,0.0267,0.118,0.000255,0.127,0.195,77.932,184506,4,5lsHYb8VxfWC8sbh9shDNI,5lsHYb8VxfWC8sbh9shDNI,0
Invisible,Skylar Grey,0.641,0.891,3,-3.966,1,0.0374,0.0089,2.87e-06,0.116,0.583,92.699,252680,4,6bpK4LLYNuSkXnvi91Rtu4,6bpK4LLYNuSkXnvi91Rtu4,3
Skinny Love,Birdy,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,201080,4,4RL77hMWUq35NYnPLXBpih,4RL77hMWUq35NYnPLXBpih,6
Complicated,Avril Lavigne,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,4,5xEM5hIgJ1jjgcEBfpkt2F,5xEM5hIgJ1jjgcEBfpkt2F,0
Turning Tables,Adele,0.361,0.446,0,-6.044,0,0.0281,0.95,1.32e-05,0.132,0.212,155.542,250000,4,0X1FYVkgy7Tfw79cY3C7lx,0X1FYVkgy7Tfw79cY3C7lx,6
Next to Me,Otto Knows,0.596,0.752,11,-4.904,1,0.07,0.785,0.000419,0.105,0.306,127.06,202169,4,6ZixfeFT8V0Nle1rMZAekY,6ZixfeFT8V0Nle1rMZAekY,0
You,Galantis,0.184,0.871,8,-3.245,0,0.0661,0.00837,0.167,0.15,0.21,127.972,221286,4,6FLNeNUhazLGqiScpmcmP5,6FLNeNUhazLGqiScpmcmP5,0
Where Are Ü Now (with Justin Bieber),Jack Ü,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,250286,4,66hayvUbTotekKU3H4ta1f,66hayvUbTotekKU3H4ta1f,0
Take Ü There (feat. Kiesza),Jack Ü,0.542,0.879,6,-1.427,0,0.0921,0.0523,0.0,0.171,0.118,159.888,210000,4,2RpKh7kXSdO8NLrW9VQ46p,2RpKh7kXSdO8NLrW9VQ46p,0
Stole the Show,Kygo,0.679,0.662,8,-6.069,0,0.174,0.155,0.0,0.152,0.438,99.879,222801,4,4iZPNYqzI2L0uwuUKun7Aa,4iZPNYqzI2L0uwuUKun7Aa,5
Need You Right Now (feat. Mike Tompkins),Bethany Mota,0.66,0.586,11,-4.648,1,0.0356,0.0623,0.0,0.515,0.653,139.99,211963,4,3iftD7fIFcjnh24O2NfvLI,3iftD7fIFcjnh24O2NfvLI,7
Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma,0.805,0.858,0,-3.067,1,0.105,0.194,7.89e-06,0.256,0.523,97.033,321649,4,6HTJZ0TQJVMSKkUGzAOe2h,6HTJZ0TQJVMSKkUGzAOe2h,3
I'm Gonna Show You Crazy,Bebe Rexha,0.474,0.537,2,-6.77,1,0.0649,0.0758,0.0,0.316,0.335,90.103,207775,4,5LtNBCM2ve0SxP0dlRVvMu,5LtNBCM2ve0SxP0dlRVvMu,0
Samsara 2015,Tungevaag,0.52,0.641,11,-6.463,0,0.0322,0.00429,0.000895,0.132,0.6,127.946,211885,4,5tZeGPDLhJqxJES1RL5RTb,5tZeGPDLhJqxJES1RL5RTb,5
Firestone,Kygo,0.486,0.652,11,-7.226,0,0.052,0.408,6.63e-05,0.077,0.391,113.055,273684,4,2sNvitW3TxiTeC9xT9f2ZZ,2sNvitW3TxiTeC9xT9f2ZZ,5
Freedom,AFROJACK,0.621,0.838,5,-5.28,1,0.0342,0.0942,0.076,0.176,0.186,128.015,243974,4,1HInCBFnnRFfr6NuK70Bap,1HInCBFnnRFfr6NuK70Bap,0
Born to Make You Happy,Britney Spears,0.636,0.936,7,-4.01,1,0.047,0.118,0.00044,0.0645,0.686,84.135,243507,4,0B1wjAs2UKxKw80zTfjJXU,0B1wjAs2UKxKw80zTfjJXU,3
Judas,Lady Gaga,0.661,0.936,10,-3.832,0,0.0744,0.000959,1.45e-05,0.36,0.558,130.998,249067,4,4yQmDtjax2Ye9wY8EPAO1x,4yQmDtjax2Ye9wY8EPAO1x,5
Alejandro,Lady Gaga,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,274213,4,44XBLYMVEt5vJcb5qXfQ7V,44XBLYMVEt5vJcb5qXfQ7V,5
LoveGame,Lady Gaga,0.894,0.678,6,-5.611,0,0.0524,0.00568,2.15e-06,0.305,0.843,105.026,216333,4,0dIQM8VB2QkE2t9FNWBVFs,0dIQM8VB2QkE2t9FNWBVFs,5
Starstruck,Lady Gaga,0.876,0.633,8,-5.938,0,0.14,0.0237,0.0,0.051,0.519,103.006,216627,4,5JdhyMlCbplg7fRbD2dZDw,5JdhyMlCbplg7fRbD2dZDw,5
This Is How We Do,Katy Perry,0.685,0.638,9,-6.075,0,0.0473,0.0224,0.0,0.0833,0.81,96.028,204285,4,1Qqn2zEWaurso48M5YYI4G,1Qqn2zEWaurso48M5YYI4G,5
Dark Horse,Katy Perry,0.644,0.581,6,-6.144,1,0.0513,0.00408,0.0,0.145,0.342,131.907,215672,4,3dcnygRsyW2U390tK79Ck5,3dcnygRsyW2U390tK79Ck5,0
Teenage Dream,Katy Perry,0.719,0.804,10,-4.581,1,0.0355,0.0132,3.02e-06,0.139,0.605,119.999,227760,4,55qBw1900pZKfXJ6Q9A2Lc,55qBw1900pZKfXJ6Q9A2Lc,3
Part Of Me,Katy Perry,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,216160,4,1nZzRJbFvCEct3uzu04ZoL,1nZzRJbFvCEct3uzu04ZoL,3
Wide Awake,Katy Perry,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,220947,4,5JLv62qFIS1DR3zGEcApRt,5JLv62qFIS1DR3zGEcApRt,0
Dark Side,Kelly Clarkson,0.559,0.86,7,-4.04,1,0.05,0.0991,0.0,0.292,0.292,118.969,224507,4,2VFMVOLcDNoknXL2ILhdpp,2VFMVOLcDNoknXL2ILhdpp,0
Smile,Avril Lavigne,0.63,0.851,1,-3.845,0,0.0479,0.00259,2.22e-06,0.0721,0.65,105.042,209453,4,6DC2lFphCOFtzm9SDYIlBX,6DC2lFphCOFtzm9SDYIlBX,5
Hot,Avril Lavigne,0.6,0.938,8,-3.806,1,0.0821,0.0173,0.0,0.355,0.469,144.951,202973,4,6z7fZRrQfOH3ZjWEkC4QhC,6z7fZRrQfOH3ZjWEkC4QhC,0
F**kin' Perfect,P!nk,0.563,0.671,7,-4.788,1,0.0373,0.0422,0.0,0.36,0.45,91.964,213413,4,4SEZthmPtszZPaktPLRX6J,4SEZthmPtszZPaktPLRX6J,0
Cheers (Drink To That),Rihanna,0.572,0.913,9,-3.626,1,0.0425,0.018,0.0,0.293,0.724,79.986,261747,4,5Lm8wha7kmEuqyjJ237HNM,5Lm8wha7kmEuqyjJ237HNM,3
ROCKSTAR 101,Rihanna,0.343,0.65,1,-4.624,1,0.0909,0.0299,0.0,0.646,0.315,170.697,238893,5,0V1QctBNCIGMeJ7oKa4mb7,0V1QctBNCIGMeJ7oKa4mb7,7
