title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,id,cluster
Sankarit,J. Karjalainen & Mustat Lasit,0.508,0.49,4,-7.555,1,0.0325,0.657,4.82e-06,0.112,0.612,102.543,259067,4,33fnRtrnBzDV3yZsPtjwbk,33fnRtrnBzDV3yZsPtjwbk,6
Pop-musiikkia,IDOLS-Finalistit 2007,0.521,0.803,11,-5.139,1,0.0306,0.000144,0.000484,0.038,0.418,132.336,243933,4,0VrkaV494eBE7ydtmQPytC,0VrkaV494eBE7ydtmQPytC,0
Vielä on kesää jäljellä,Mamba,0.657,0.562,3,-10.769,0,0.0469,0.000884,0.0,0.0374,0.899,134.946,196680,4,3m0DPc9e2X1M0jGmdCauQ9,3m0DPc9e2X1M0jGmdCauQ9,5
Odota,Aikakone,0.651,0.799,0,-8.274,1,0.0629,0.0905,0.00019,0.0978,0.512,140.035,269133,4,04kS72GtNZIuA4xGsbFYRU,04kS72GtNZIuA4xGsbFYRU,0
Vuosisadan rakkaustarina,Aikakone,0.648,0.985,6,-4.691,1,0.0824,0.0306,0.0,0.366,0.486,140.021,232640,4,24jPofHsfCsuhaFOwAfQkV,24jPofHsfCsuhaFOwAfQkV,0
Nti Groove,Aikakone,0.675,0.823,0,-8.237,0,0.0434,0.342,0.00312,0.813,0.695,127.089,248307,4,1qC6ai1U57q37acDqemuF0,1qC6ai1U57q37acDqemuF0,7
Keltainen,Aikakone,0.529,0.597,8,-8.246,1,0.0264,0.187,1.8e-06,0.349,0.344,84.998,267760,4,0UUmoMm2EX4VcYRrKeu4Pl,0UUmoMm2EX4VcYRrKeu4Pl,0
Alla vaahterapuun,Aikakone,0.673,0.736,0,-10.912,1,0.0516,0.104,0.000325,0.393,0.617,105.878,223267,4,2pC40FCtI07YPUSfiQ1isP,2pC40FCtI07YPUSfiQ1isP,3
Tulisitko,Aikakone,0.641,0.834,2,-7.43,0,0.037,0.0453,0.000129,0.227,0.44,111.981,245280,4,5ycbTPca1YQjDx0QnoSjcx,5ycbTPca1YQjDx0QnoSjcx,5
Sinä Lähdit Pois,Ultra Bra,0.568,0.739,9,-6.984,0,0.0314,0.114,0.0,0.196,0.644,152.061,161533,4,4I4nbLWooJIjAnkmWx2sWU,4I4nbLWooJIjAnkmWx2sWU,5
Levottomat tuulet,DISCO,0.677,0.512,6,-8.857,0,0.0285,0.273,0.00391,0.101,0.572,143.964,236840,4,3coKew2KxjF8MPwVTJ0Pmd,3coKew2KxjF8MPwVTJ0Pmd,5
Ketä sinä odotat,DISCO,0.738,0.702,0,-5.805,1,0.0387,0.0502,3.06e-05,0.26,0.905,116.041,259800,4,6ap4mnqcrjzZxM4wbXo89s,6ap4mnqcrjzZxM4wbXo89s,3
Kemiaa,Neon 2,0.719,0.841,2,-4.401,1,0.029,0.321,0.0,0.152,0.784,102.046,263507,4,3bzWSbtSP41XOZeklDfl96,3bzWSbtSP41XOZeklDfl96,3
Hetkeksi en sulle rupia - Single Version,Lauri Tähkä & Elonkerjuu,0.601,0.835,0,-5.694,1,0.0371,0.235,0.0,0.469,0.958,131.418,157627,4,5oi3wSn15QGbMXyHDjgxIm,5oi3wSn15QGbMXyHDjgxIm,7
Maailma On Renki,Lauri Tähkä & Elonkerjuu,0.586,0.804,9,-5.794,0,0.0363,0.0994,0.0,0.276,0.557,135.918,230800,4,5XziAba7dxjHFLVbiYpnF2,5XziAba7dxjHFLVbiYpnF2,5
Sinä ja minä,Dingo,0.32,0.746,7,-6.336,1,0.0321,0.015,0.0,0.08,0.261,126.629,239746,4,54zfNfwDTraqzDOE2bPzNY,54zfNfwDTraqzDOE2bPzNY,0
Vasten auringon siltaa,Erin,0.557,0.467,1,-8.28,0,0.038,0.545,0.0,0.11,0.293,171.998,184520,4,560t4eq7lQhwvaehVciyjY,560t4eq7lQhwvaehVciyjY,6
Basket Case,Green Day,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533,4,6L89mwZXSOwYl76YXfX13s,6L89mwZXSOwYl76YXfX13s,3
Losing My Religion,R.E.M.,0.672,0.841,9,-5.992,0,0.0285,0.0767,0.0,0.135,0.82,125.437,267733,4,74EV0g12ihUoOUXMprFpZB,74EV0g12ihUoOUXMprFpZB,5
A Girl Like You,Edwyn Collins,0.619,0.781,5,-7.455,0,0.0393,0.0243,0.000286,0.402,0.533,126.267,236583,4,6XOINCZBv8Q7RXgNNiTwIN,6XOINCZBv8Q7RXgNNiTwIN,5
Erase / Rewind,The Cardigans,0.732,0.681,11,-7.103,0,0.0317,0.00145,0.00112,0.11,0.699,103.72,215760,4,2oHmRO0X4gW4VlCJRcZzez,2oHmRO0X4gW4VlCJRcZzez,5
Pure Shores,All Saints,0.631,0.664,6,-9.197,1,0.0242,0.0498,0.000408,0.0696,0.407,100.621,268747,4,2vIEquOWG8DTVgwIOofocm,2vIEquOWG8DTVgwIOofocm,0
Ei yksinäinen unta saa,Neon 2,0.494,0.464,8,-6.952,1,0.0263,0.125,0.00309,0.119,0.276,140.081,247613,4,0MzmRKZeGSOBuHlisc1kRg,0MzmRKZeGSOBuHlisc1kRg,0
Lemon Tree,Fools Garden,0.669,0.479,1,-8.849,1,0.0442,0.672,0.0,0.11,0.679,143.159,191027,4,1yN2z5XVtaAOYGdeEqEuqd,1yN2z5XVtaAOYGdeEqEuqd,6
Freestyler,Bomfunk MC's,0.824,0.925,11,-5.814,0,0.0965,0.0263,0.376,0.247,0.554,163.854,306000,4,4eZO97RGFo7IN6gm24Nv0S,4eZO97RGFo7IN6gm24Nv0S,5
The Real Slim Shady,Eminem,0.948,0.656,5,-4.34,0,0.0606,0.0287,0.0,0.0472,0.77,104.495,284533,4,7KccdUP4IslFXUNNseqBc7,7KccdUP4IslFXUNNseqBc7,5
It's My Life,Bon Jovi,0.549,0.908,0,-4.072,0,0.045,0.0202,5.55e-05,0.354,0.562,120.003,224493,4,2pyOKMVld8HvYY1cCgaQAI,2pyOKMVld8HvYY1cCgaQAI,5
Butterfly,Crazy Town,0.736,0.811,9,-4.17,0,0.081,0.00132,0.000142,0.107,0.609,103.502,216733,4,4BggEwLhGfrbrl7JBhC8EC,4BggEwLhGfrbrl7JBhC8EC,5
How You Remind Me,Nickelback,0.432,0.795,10,-4.023,1,0.0321,0.00128,0.0,0.101,0.519,172.011,224173,4,0vur7myNcfUymUt6mHhNZe,0vur7myNcfUymUt6mHhNZe,0
Laura Jenna Ellinoora Alexandra Camilla Jurvanen,Leevi and the leavings,0.68,0.744,0,-8.547,1,0.0314,0.0462,0.0,0.201,0.846,112.596,176133,4,7LIuX10hryI3BJXNwp6MJn,7LIuX10hryI3BJXNwp6MJn,3
Miami,Will Smith,0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17,197560,4,6e8Ou0wiqAzIpWb2eSxll8,6e8Ou0wiqAzIpWb2eSxll8,3
Tornado,Evelina,0.614,0.854,10,-3.935,0,0.108,0.245,1.66e-05,0.132,0.574,183.915,215595,4,3seNictp7GWitSNKlujwnY,3seNictp7GWitSNKlujwnY,5
Tonight,Cosmic Gate,0.624,0.657,7,-6.229,1,0.0497,0.141,7.56e-06,0.271,0.152,129.973,191467,4,3Suvh7EDt3lsFfHq3olSVd,3Suvh7EDt3lsFfHq3olSVd,0
Älä jätä roikkuu,JVG,0.436,0.668,0,-6.158,1,0.177,0.0498,0.0,0.243,0.368,162.607,233707,4,7m7vqt0dQ3HXHSzLPMlFg3,7m7vqt0dQ3HXHSzLPMlFg3,0
...Ready For It?,Taylor Swift,0.616,0.77,2,-6.5,1,0.142,0.0573,0.0,0.159,0.412,160.049,208198,4,19WjVVgXjdKXfLXoaDPwTM,19WjVVgXjdKXfLXoaDPwTM,0
Hombre (feat. Vesala),JVG,0.648,0.712,4,-5.488,0,0.0524,0.0767,2.21e-06,0.128,0.345,123.997,201613,4,6h4EXoiVFJehGrK9Xl8Zeo,6h4EXoiVFJehGrK9Xl8Zeo,5
All My Love (feat. Conor Maynard),Cash Cash,0.59,0.871,11,-3.353,0,0.0891,0.148,0.0,0.0739,0.304,134.956,191331,4,1839RWzPRZCVgvamu4sHSN,1839RWzPRZCVgvamu4sHSN,5
If I'm Lucky,Jason Derulo,0.897,0.634,4,-6.264,0,0.161,0.00413,0.0,0.0686,0.506,112.048,212014,4,6eUncuJutsFi9BGO1JaBHh,6eUncuJutsFi9BGO1JaBHh,5
Matti & Teppo,JVG,0.885,0.68,2,-6.049,1,0.157,0.0657,6.47e-06,0.0939,0.624,110.974,151667,4,4h9oBIwZ5he6rgXI2mgPEJ,4h9oBIwZ5he6rgXI2mgPEJ,3
Reggaetón Lento (Remix),CNCO,0.527,0.907,4,-3.09,0,0.11,0.154,0.0,0.0993,0.664,93.813,188797,4,3zoYkqS4y2BsGVShPL2nTE,3zoYkqS4y2BsGVShPL2nTE,5
Olisitpa sylissäni,Antti Ketonen,0.629,0.738,7,-6.033,0,0.0295,0.0115,0.000246,0.27,0.533,125.982,246358,4,1yn5xgyK5SuEukAcqs0X9N,1yn5xgyK5SuEukAcqs0X9N,5
AYO,Isac Elliot,0.618,0.774,3,-5.143,0,0.0552,0.0359,0.0,0.0647,0.469,99.972,215028,4,4KnUpP0jPsFN8iFSzx01Lt,4KnUpP0jPsFN8iFSzx01Lt,5
Feel Good,Felix Jaehn,0.706,0.913,4,-3.892,1,0.0394,0.101,0.00029,0.123,0.674,125.952,164905,4,6a9vKVMFfNBi741DVSit3H,6a9vKVMFfNBi741DVSit3H,3
What Lovers Do (feat. SZA),Maroon 5,0.795,0.608,5,-5.222,0,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001,199849,4,4mxWSdf71VFO52qFeY0fZt,4mxWSdf71VFO52qFeY0fZt,5
Crying in the Club,Camila Cabello,0.334,0.617,6,-5.834,0,0.383,0.334,0.0,0.163,0.603,85.227,216391,4,1SJtlNRJDeYHioymcvsqev,1SJtlNRJDeYHioymcvsqev,1
Kaikki mitä rakastin,Leo Stillman,0.544,0.645,6,-7.782,0,0.0253,0.0056,0.0,0.143,0.384,134.042,230200,4,42ODbGEWZDNq6UXPsnNvoa,42ODbGEWZDNq6UXPsnNvoa,5
The Way I Love Her,Stanaj,0.6,0.794,5,-4.332,1,0.0359,0.00916,0.0,0.156,0.408,93.049,230213,4,6fJAs9KPgHrN9Fqo0GgWhW,6fJAs9KPgHrN9Fqo0GgWhW,0
Kruunu tikittää (feat. TIPPA),JVG,0.666,0.667,9,-6.326,1,0.344,0.202,0.0,0.0666,0.424,138.688,200467,5,4ZxTm3KI4jDy7gNhbp8avh,4ZxTm3KI4jDy7gNhbp8avh,1
Day One,Seksikäs-Suklaa,0.85,0.616,1,-4.664,0,0.0688,0.252,0.0,0.321,0.677,96.99,184639,4,4YpFEoet1Z4vclP9R3TXi0,4YpFEoet1Z4vclP9R3TXi0,5
Fuck They,Sofi Tukker,0.836,0.58,7,-9.367,1,0.108,0.08,0.00119,0.667,0.74,126.973,184453,4,4chgBnYTuTMTytBrNhO6IO,4chgBnYTuTMTytBrNhO6IO,7
Can I Be Him,James Arthur,0.696,0.543,11,-6.164,1,0.0489,0.308,0.0,0.0939,0.479,107.969,246880,4,0VhgEqMTNZwYL1ARDLLNCX,0VhgEqMTNZwYL1ARDLLNCX,3
Rain,The Script,0.681,0.587,6,-7.638,1,0.11,0.229,0.0,0.368,0.64,93.002,209346,4,6FemVsNUb2lzWsDRm14FUJ,6FemVsNUb2lzWsDRm14FUJ,3
Place We Were Made,Maisie Peters,0.36,0.348,0,-9.107,1,0.0392,0.809,0.0,0.172,0.307,180.053,185274,3,0xKGPkn1RLsVifjDs4183v,0xKGPkn1RLsVifjDs4183v,2
Everglow,Coldplay,0.534,0.445,4,-9.155,1,0.0292,0.456,0.0684,0.112,0.136,146.107,282693,4,5qfZRNjt2TkHEL12r3sDEU,5qfZRNjt2TkHEL12r3sDEU,6
Miljoona taalaa,DEM,0.835,0.756,6,-5.857,1,0.222,0.0628,0.0,0.383,0.871,99.943,225466,4,1hp9cFDYRNYjaZb1IIDu30,1hp9cFDYRNYjaZb1IIDu30,1
Slussen,Gasellit,0.842,0.646,8,-5.936,0,0.102,0.0528,0.00639,0.0762,0.527,106.019,224520,4,31yXZLCnaUSXvrZYCK91BH,31yXZLCnaUSXvrZYCK91BH,5
Mulla on hevonen,Horse Attack Sqwad,0.786,0.626,0,-7.019,1,0.0542,0.00536,3.42e-05,0.487,0.707,120.001,198521,4,2tjPHR4bDYUCAB8RmYkhig,2tjPHR4bDYUCAB8RmYkhig,7
Running Back (feat. Lil Wayne),Wale,0.587,0.671,2,-4.48,1,0.144,0.0823,0.0,0.161,0.1,127.133,215360,4,2h3i5tGUl6hMu572umjcGo,2h3i5tGUl6hMu572umjcGo,0
"My Love (feat. Major Lazer, WizKid, Dua Lipa)",Wale,0.728,0.811,7,-4.278,1,0.0564,0.0453,2.07e-06,0.362,0.705,114.995,228707,4,7rfiXyFb5M9BqdkvKvVEiB,7rfiXyFb5M9BqdkvKvVEiB,3
First Day Out,Tee Grizzley,0.587,0.712,1,-6.312,1,0.414,0.173,0.0,0.126,0.374,97.991,254694,4,0mGgkrD2phGmsBiDy58z1O,0mGgkrD2phGmsBiDy58z1O,1
BULIFLEIM,PapiPike,0.824,0.635,2,-8.233,1,0.393,0.0297,0.00115,0.109,0.493,144.029,179815,4,7nHyWkVzqpFeuHONjrbh1W,7nHyWkVzqpFeuHONjrbh1W,1
Slav King,DJ Blyatman,0.731,0.632,4,-14.24,1,0.0623,0.146,0.0125,0.0809,0.326,145.027,187312,4,4EYpUo1xhDRdburHyvAyEm,4EYpUo1xhDRdburHyvAyEm,3
Carry on Wayward Son,Kansas,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,323000,4,4DMKwE2E2iYDKY01C335Uw,4DMKwE2E2iYDKY01C335Uw,7
Jabba Jabba,Bobby Summer,0.702,0.939,4,-3.348,0,0.0331,0.263,0.0,0.667,0.793,98.007,202040,4,4q1wDqmduAOobt11FRQjgY,4q1wDqmduAOobt11FRQjgY,7
Virheistä kaunein,TCT,0.661,0.782,4,-5.797,0,0.0369,0.132,0.0,0.0546,0.534,124.029,218067,4,6hUh2qoDK6V132m3pqrToE,6hUh2qoDK6V132m3pqrToE,5
Too Good At Goodbyes - Edit,Sam Smith,0.653,0.378,5,-8.273,1,0.0533,0.658,0.0,0.177,0.54,91.835,201000,4,0mel2N9Ws9r4yLQn5QE21Y,0mel2N9Ws9r4yLQn5QE21Y,6
Jocelyn Flores,XXXTENTACION,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,4,7m9OqQk4RVRkw9JJdeAw96,7m9OqQk4RVRkw9JJdeAw96,1
Since U Been Gone,Kelly Clarkson,0.662,0.739,9,-5.354,0,0.0322,0.00206,0.0603,0.113,0.382,130.999,188960,4,6JY1IdkZGeIcPegKxjSKeb,6JY1IdkZGeIcPegKxjSKeb,5
Oops!...I Did It Again,Britney Spears,0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,4,6naxalmIoLFWR0siv8dnQQ,6naxalmIoLFWR0siv8dnQQ,5
Kipua,Mikael Gabriel,0.732,0.73,6,-6.208,0,0.098,0.149,0.0,0.309,0.633,84.993,254093,4,2qpopjwX7LzOgojlMOwjHM,2qpopjwX7LzOgojlMOwjHM,5
Wrecking Ball,Miley Cyrus,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360,4,2vwlzO0Qp8kfEtzTsCXfyE,2vwlzO0Qp8kfEtzTsCXfyE,6
Want U Back,Cher Lloyd,0.696,0.893,9,-2.963,1,0.076,0.0662,0.0,0.473,0.573,97.954,214013,4,5InWRmnfgjVwQWoXHNBATu,5InWRmnfgjVwQWoXHNBATu,7
Domino,Jessie J,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,231840,4,2fQxE0jVrjNMT9oJAXtSJR,2fQxE0jVrjNMT9oJAXtSJR,3
Me & My Girls,Selena Gomez,0.629,0.947,2,-3.982,1,0.156,0.0152,0.0,0.0595,0.347,122.019,210507,4,4i55R0S2I64mhS5biNbECZ,4i55R0S2I64mhS5biNbECZ,0
Obsessed,Mariah Carey,0.742,0.468,10,-5.557,0,0.0625,0.0465,0.0,0.826,0.369,86.443,242200,4,1HUqbb6nFSZsrK0qXtZdJd,1HUqbb6nFSZsrK0qXtZdJd,7
Fancy,Iggy Azalea,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,199938,4,3W3KtDwAIg3mAruSpnfG3Q,3W3KtDwAIg3mAruSpnfG3Q,5
Roar,Katy Perry,0.56,0.756,7,-4.817,0,0.0415,0.00635,1.29e-05,0.55,0.404,179.771,223546,4,3bDGwl0X3EjQmIyFD1uif5,3bDGwl0X3EjQmIyFD1uif5,7
Hard out Here,Lily Allen,0.823,0.822,1,-5.323,0,0.0334,0.113,4.57e-05,0.0688,0.938,125.026,211377,4,6FzUX4kFBss56SSjAsLi7t,6FzUX4kFBss56SSjAsLi7t,5
Somewhere Only We Know,Lily Allen,0.313,0.286,10,-10.593,1,0.0324,0.934,0.0451,0.0974,0.287,80.925,208504,4,56N9s9PS6VwGolUnx1CJkv,56N9s9PS6VwGolUnx1CJkv,6
I Don't Need A Man,The Pussycat Dolls,0.77,0.954,10,-3.898,1,0.0436,0.048,5.3e-05,0.0691,0.743,105.838,219093,4,1OakwmqlAsweeecdYGqkXO,1OakwmqlAsweeecdYGqkXO,3
Fighter,Christina Aguilera,0.432,0.895,4,-2.117,0,0.192,0.245,0.000393,0.476,0.452,188.858,249013,4,5jaOa7ybiQjBdhoouGuNjH,5jaOa7ybiQjBdhoouGuNjH,7
Single Ladies (Put a Ring on It),Beyoncé,0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.192,0.272,193.438,192587,4,557un1HgwYMuqfWGSTmnxw,557un1HgwYMuqfWGSTmnxw,1
Till the World Ends,Britney Spears,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,237947,4,38iU2jg98IZZEIJPrP7aWD,38iU2jg98IZZEIJPrP7aWD,0
FU (feat. French Montana),Miley Cyrus,0.548,0.833,7,-3.294,1,0.0497,0.199,0.0,0.305,0.467,190.029,229693,3,6dDIOU6AqgLkrjFNPgvKY6,6dDIOU6AqgLkrjFNPgvKY6,2
Jos mä oon oikee,SANNI,0.629,0.647,8,-5.169,1,0.0283,0.0013,0.0291,0.122,0.211,94.017,245120,4,4esuGn0nJtOrzKUe0SOPtO,4esuGn0nJtOrzKUe0SOPtO,0
Hush Hush; Hush Hush,The Pussycat Dolls,0.634,0.796,10,-4.11,0,0.0626,0.062,0.0,0.265,0.613,129.438,253600,4,27BJvohzeadNRclYHPV3Gl,27BJvohzeadNRclYHPV3Gl,5
Candyman,Christina Aguilera,0.657,0.725,11,-4.863,0,0.205,0.00512,9.85e-05,0.108,0.578,173.017,193720,4,6mVvHypAxQT1wxpduZPUp2,6mVvHypAxQT1wxpduZPUp2,1
Rock N Roll,Avril Lavigne,0.457,0.954,0,-3.333,0,0.127,0.00841,6.99e-05,0.29,0.69,184.075,206880,4,0qhCDQuqUm6wbJjAk7SlHR,0qhCDQuqUm6wbJjAk7SlHR,5
Chandelier,Sia,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5,4VrWlk8IQxevMvERoX08iC,4VrWlk8IQxevMvERoX08iC,0
...Baby One More Time,Britney Spears,0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,211067,4,3MjUtNVVq3C8Fn0MP3zhXa,3MjUtNVVq3C8Fn0MP3zhXa,5
Diva,Beyoncé,0.869,0.546,6,-6.755,0,0.327,0.0512,0.0113,0.0541,0.855,146.118,200320,4,6GQuF9vzJAVs7fYN9ftBdP,6GQuF9vzJAVs7fYN9ftBdP,1
I'm a Slave 4 U,Britney Spears,0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,203600,4,6ldwfK0yWgTAlmIfuQkTYN,6ldwfK0yWgTAlmIfuQkTYN,5
I Hate This Part,The Pussycat Dolls,0.756,0.619,5,-4.37,1,0.0313,0.0825,0.0,0.262,0.521,111.573,218387,4,7GgUY1TK5etQrJqCVuYWMW,7GgUY1TK5etQrJqCVuYWMW,3
Sugar,Maroon 5,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,235493,4,494OU6M7NOf4ICYb4zWCf5,494OU6M7NOf4ICYb4zWCf5,3
"Independent Women, Pt. 1 - Pasadena Remix",Destiny's Child,0.521,0.552,6,-5.628,0,0.327,0.317,2.25e-05,0.381,0.936,97.535,221293,4,5JZpQuRIX8MTiKwuELjTlx,5JZpQuRIX8MTiKwuELjTlx,1
Irreplaceable,Beyoncé,0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906,227667,4,07lxDm1s8FVO4GF54Nooiz,07lxDm1s8FVO4GF54Nooiz,1
Pretty Girl Rock,Keri Hilson,0.665,0.877,11,-4.935,0,0.259,0.212,0.0,0.0848,0.881,160.01,243920,4,2rl9Ukvagkh5rZVqZLE0qO,2rl9Ukvagkh5rZVqZLE0qO,1
Peacock,Katy Perry,0.816,0.751,0,-3.132,1,0.0421,0.0502,0.0,0.166,0.945,139.981,231933,4,4hJ5VaRy16jJcENIMZT4sl,4hJ5VaRy16jJcENIMZT4sl,3
Lady Marmalade,Christina Aguilera,0.741,0.859,5,-2.223,1,0.057,0.0148,1.84e-06,0.664,0.611,109.905,265973,4,2gocMpiwnMRLDejlcSJt7J,2gocMpiwnMRLDejlcSJt7J,7
My Humps,Black Eyed Peas,0.802,0.682,1,-5.924,0,0.222,0.111,1.39e-05,0.109,0.586,123.95,326960,4,2WNVqZq1ujhMDlOAqBFkVv,2WNVqZq1ujhMDlOAqBFkVv,1
If I Were a Boy,Beyoncé,0.63,0.504,6,-6.152,1,0.0334,0.0953,0.0,0.308,0.487,89.946,249867,4,1oQZk2bKBLgP1cbuFKvjkq,1oQZk2bKBLgP1cbuFKvjkq,3
Whip My Hair,WILLOW,0.543,0.981,9,-4.631,0,0.285,0.00152,0.00759,0.447,0.671,162.786,193960,4,2LXyM3mXlRPIJwqyIoFh6n,2LXyM3mXlRPIJwqyIoFh6n,1
Perfect Illusion,Lady Gaga,0.616,0.861,1,-5.464,0,0.0376,0.00145,0.0,0.357,0.68,124.988,182000,4,5ou59ERA2f7ffyAxAcZyVz,5ou59ERA2f7ffyAxAcZyVz,5
New Love,Maroon 5,0.63,0.886,5,-5.216,0,0.076,0.0107,0.00011,0.214,0.824,165.012,196547,4,6dfGLBg7wrGKCKIkhgVzpX,6dfGLBg7wrGKCKIkhgVzpX,5
Breakaway,Kelly Clarkson,0.268,0.716,9,-4.151,0,0.0337,0.0421,9.88e-06,0.108,0.393,160.008,237000,3,4PFAm88FBkY7IFtvCaGctZ,4PFAm88FBkY7IFtvCaGctZ,2
Burnin' Up,Jonas Brothers,0.668,0.951,2,-3.453,1,0.0784,0.0324,0.0,0.338,0.826,113.986,175093,4,7yMnml7zdYl5LlDFZPm5Hd,7yMnml7zdYl5LlDFZPm5Hd,3
Tonight I’m Getting Over You,Carly Rae Jepsen,0.72,0.776,10,-5.331,1,0.043,0.00549,0.000298,0.365,0.135,125.96,219213,4,4w2sOKmotzKsdGDLHic94B,4w2sOKmotzKsdGDLHic94B,0
Do My Thang,Miley Cyrus,0.76,0.575,6,-4.06,1,0.0444,0.282,0.000383,0.0993,0.314,131.983,225493,4,6n2GPvMJtFZ4ckoc9EWHMx,6n2GPvMJtFZ4ckoc9EWHMx,0
Break the Ice,Britney Spears,0.712,0.911,5,-3.866,0,0.0445,0.689,8.02e-06,0.107,0.85,117.533,196053,4,52K4Nl7eVNqUpUeJeWJlwT,52K4Nl7eVNqUpUeJeWJlwT,5
Black Skinhead,Kanye West,0.578,0.825,1,-6.107,1,0.322,0.000986,0.0,0.176,0.283,130.089,188013,4,1ce3DvvGQn6hY2LMGMLCr5,1ce3DvvGQn6hY2LMGMLCr5,1
Mask Off (feat. Kendrick Lamar) - Remix,Future,0.727,0.431,2,-12.007,1,0.395,0.0111,0.0166,0.506,0.223,150.005,257987,4,6DB2KOEwHnjkgEnBt5SdeJ,6DB2KOEwHnjkgEnBt5SdeJ,1
HeadBand (feat. 2 Chainz),B.o.B,0.919,0.506,1,-7.14,1,0.304,0.132,0.0,0.0771,0.273,97.465,220240,4,2LvRR121MWFmmEGkuV2vQP,2LvRR121MWFmmEGkuV2vQP,1
Fight Night,Migos,0.874,0.706,1,-5.132,1,0.207,0.182,0.0,0.334,0.895,89.961,216248,4,2n5gVJ9fzeX2SSWlLQuyS9,2n5gVJ9fzeX2SSWlLQuyS9,3
Start It Up,Lloyd Banks,0.635,0.866,10,-4.671,0,0.221,0.104,0.0,0.217,0.463,80.813,290093,4,3gSU89v4GbfZbvxTmkIsqz,3gSU89v4GbfZbvxTmkIsqz,1
X Gon' Give It To Ya,DMX,0.678,0.857,10,-5.173,0,0.216,0.0325,0.0,0.0788,0.622,94.95,219253,4,2NeHnSFnwNp1Z5WYgcjJ8L,2NeHnSFnwNp1Z5WYgcjJ8L,5
Not Afraid,Eminem,0.854,0.954,0,-1.185,0,0.246,0.543,0.0,0.201,0.67,114.609,248133,5,4hEl2wrneFEJbJ6SDYWd2f,4hEl2wrneFEJbJ6SDYWd2f,1
Headsprung,LL COOL J,0.575,0.795,0,-5.699,1,0.0413,0.0109,3.4e-05,0.0807,0.449,199.828,267320,4,5TYjciaQdJjiR92SKf0n9h,5TYjciaQdJjiR92SKf0n9h,0
You Can Do It,Ice Cube,0.946,0.794,1,-7.029,0,0.163,0.00103,0.0,0.0427,0.903,99.878,260387,4,4OjblmIUlyF25C8z48OBnD,4OjblmIUlyF25C8z48OBnD,5
Magic Stick,Lil' Kim,0.849,0.499,2,-7.872,1,0.271,0.117,4.97e-05,0.268,0.504,92.982,359973,4,0aULRU35N9kTj6O1xMULRR,0aULRU35N9kTj6O1xMULRR,1
You Don't Know,Eminem,0.77,0.858,10,-1.835,0,0.125,0.0111,0.0,0.0904,0.754,85.487,257933,4,6mqmYfy7i8rBqgs3e2J0d4,6mqmYfy7i8rBqgs3e2J0d4,5
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,222587,4,0LWQWOFoz5GJLqcHk1fRO2,0LWQWOFoz5GJLqcHk1fRO2,5
Big For Your Boots,Stormzy,0.515,0.902,6,-4.729,0,0.383,0.0313,0.0,0.093,0.628,174.589,238419,5,6WWHtYGEr1KCD4rELMVvaM,6WWHtYGEr1KCD4rELMVvaM,1
Too Many Years,Kodak Black,0.664,0.704,8,-6.859,0,0.0974,0.0233,0.0,0.112,0.633,147.067,196336,4,0BU7nIcCZxYSE0hYcc5oZz,0BU7nIcCZxYSE0hYcc5oZz,5
Champions,Kanye West,0.696,0.774,6,-2.424,0,0.084,0.0653,0.0,0.87,0.33,134.985,334253,4,3eZGNBvKkExXp8q5FAyM8y,3eZGNBvKkExXp8q5FAyM8y,7
Bad and Boujee (feat. Lil Uzi Vert),Migos,0.897,0.661,8,-6.2,0,0.27,0.0633,0.0,0.116,0.193,127.081,334467,4,1FvU97lrWOG2NRxErh6OZz,1FvU97lrWOG2NRxErh6OZz,1
